idx;real;
0;127.803623;
0;128.174341;
0;128.544984;
0;128.915551;
0;129.286042;
0;129.656458;
0;130.026797;
0;130.397059;
0;130.767245;
0;131.137354;
0;131.507385;
0;131.877339;
0;132.247216;
0;132.617015;
0;132.986736;
0;133.356379;
0;133.725943;
0;134.095429;
0;134.464835;
0;134.834163;
0;135.203411;
0;135.572580;
0;135.941669;
0;136.310678;
0;136.679607;
0;137.048455;
0;137.417223;
0;137.785910;
0;138.154516;
0;138.523040;
0;138.891483;
0;139.259845;
0;139.628124;
0;139.996322;
0;140.364437;
0;140.732469;
0;141.100419;
0;141.468285;
0;141.836069;
0;142.203769;
0;142.571385;
0;142.938917;
0;143.306366;
0;143.673730;
0;144.041009;
0;144.408204;
0;144.775314;
0;145.142339;
0;145.509278;
0;145.876132;
0;146.242899;
0;146.609581;
0;146.976177;
0;147.342686;
0;147.709109;
0;148.075444;
0;148.441693;
0;148.807854;
0;149.173927;
0;149.539913;
0;149.905811;
0;150.271621;
0;150.637342;
0;151.002975;
0;151.368518;
0;151.733973;
0;152.099339;
0;152.464615;
0;152.829801;
0;153.194898;
0;153.559904;
0;153.924820;
0;154.289645;
0;154.654380;
0;155.019024;
0;155.383576;
0;155.748037;
0;156.112407;
0;156.476685;
0;156.840870;
0;157.204964;
0;157.568964;
0;157.932873;
0;158.296688;
0;158.660410;
0;159.024039;
0;159.387574;
0;159.751015;
0;160.114363;
0;160.477616;
0;160.840775;
0;161.203839;
0;161.566809;
0;161.929683;
0;162.292462;
0;162.655146;
0;163.017734;
0;163.380226;
0;163.742622;
0;164.104922;
0;164.467125;
0;164.829231;
0;165.191241;
0;165.553153;
0;165.914968;
0;166.276685;
0;166.638304;
0;166.999826;
0;167.361249;
0;167.722574;
0;168.083800;
0;168.444927;
0;168.805955;
0;169.166883;
0;169.527713;
0;169.888442;
0;170.249072;
0;170.609601;
0;170.970030;
0;171.330359;
0;171.690586;
0;172.050713;
0;172.410738;
0;172.770662;
0;173.130485;
0;173.490205;
0;173.849824;
0;174.209340;
0;174.568754;
0;174.928065;
0;175.287273;
0;175.646378;
0;176.005380;
0;176.364278;
0;176.723072;
0;177.081763;
0;177.440349;
0;177.798831;
0;178.157208;
0;178.515481;
0;178.873648;
0;179.231710;
0;179.589667;
0;179.947518;
0;180.305264;
0;180.662903;
0;181.020436;
0;181.377862;
0;181.735182;
0;182.092395;
0;182.449501;
0;182.806499;
0;183.163390;
0;183.520173;
0;183.876848;
0;184.233415;
0;184.589874;
0;184.946224;
0;185.302465;
0;185.658597;
0;186.014620;
0;186.370534;
0;186.726337;
0;187.082031;
0;187.437615;
0;187.793089;
0;188.148453;
0;188.503705;
0;188.858847;
0;189.213877;
0;189.568797;
0;189.923604;
0;190.278301;
0;190.632885;
0;190.987357;
0;191.341716;
0;191.695963;
0;192.050098;
0;192.404119;
0;192.758027;
0;193.111822;
0;193.465503;
0;193.819070;
0;194.172523;
0;194.525862;
0;194.879087;
0;195.232197;
0;195.585192;
0;195.938072;
0;196.290837;
0;196.643486;
0;196.996020;
0;197.348438;
0;197.700739;
0;198.052925;
0;198.404994;
0;198.756946;
0;199.108781;
0;199.460499;
0;199.812100;
0;200.163583;
0;200.514949;
0;200.866196;
0;201.217325;
0;201.568336;
0;201.919229;
0;202.270002;
0;202.620657;
0;202.971192;
0;203.321608;
0;203.671905;
0;204.022081;
0;204.372138;
0;204.722074;
0;205.071890;
0;205.421586;
0;205.771160;
0;206.120613;
0;206.469945;
0;206.819156;
0;207.168245;
0;207.517212;
0;207.866057;
0;208.214780;
0;208.563380;
0;208.911858;
0;209.260213;
0;209.608444;
0;209.956552;
0;210.304537;
0;210.652398;
0;211.000135;
0;211.347748;
0;211.695237;
0;212.042601;
0;212.389841;
0;212.736955;
0;213.083944;
0;213.430808;
0;213.777547;
0;214.124159;
0;214.470646;
0;214.817007;
0;215.163241;
0;215.509348;
0;215.855329;
0;216.201183;
0;216.546909;
0;216.892509;
0;217.237980;
0;217.583324;
0;217.928540;
0;218.273628;
0;218.618587;
0;218.963417;
0;219.308119;
0;219.652692;
0;219.997136;
0;220.341450;
0;220.685634;
0;221.029689;
0;221.373614;
0;221.717408;
0;222.061072;
0;222.404606;
0;222.748008;
0;223.091280;
0;223.434420;
0;223.777429;
0;224.120306;
0;224.463052;
0;224.805665;
0;225.148146;
0;225.490495;
0;225.832710;
0;226.174794;
0;226.516744;
0;226.858561;
0;227.200244;
0;227.541794;
0;227.883209;
0;228.224491;
0;228.565639;
0;228.906652;
0;229.247530;
0;229.588274;
0;229.928882;
0;230.269355;
0;230.609693;
0;230.949895;
0;231.289962;
0;231.629892;
0;231.969686;
0;232.309343;
0;232.648864;
0;232.988248;
0;233.327495;
0;233.666604;
0;234.005577;
0;234.344411;
0;234.683108;
0;235.021666;
0;235.360087;
0;235.698368;
0;236.036512;
0;236.374516;
0;236.712381;
0;237.050107;
0;237.387694;
0;237.725141;
0;238.062448;
0;238.399615;
0;238.736642;
0;239.073528;
0;239.410274;
0;239.746879;
0;240.083343;
0;240.419665;
0;240.755846;
0;241.091886;
0;241.427784;
0;241.763539;
0;242.099153;
0;242.434624;
0;242.769952;
0;243.105138;
0;243.440181;
0;243.775080;
0;244.109836;
0;244.444448;
0;244.778917;
0;245.113242;
0;245.447422;
0;245.781458;
0;246.115349;
0;246.449096;
0;246.782698;
0;247.116154;
0;247.449465;
0;247.782631;
0;248.115651;
0;248.448525;
0;248.781252;
0;249.113833;
0;249.446268;
0;249.778556;
0;250.110697;
0;250.442691;
0;250.774538;
0;251.106237;
0;251.437788;
0;251.769192;
0;252.100447;
0;252.431554;
0;252.762513;
0;253.093323;
0;253.423984;
0;253.754496;
0;254.084858;
0;254.415071;
0;254.745135;
0;255.075048;
0;255.404812;
0;255.734425;
0;256.063888;
0;256.393200;
0;256.722362;
0;257.051372;
0;257.380231;
0;257.708939;
0;258.037495;
0;258.365900;
0;258.694152;
0;259.022252;
0;259.350200;
0;259.677995;
0;260.005638;
0;260.333127;
0;260.660463;
0;260.987646;
0;261.314676;
0;261.641552;
0;261.968274;
0;262.294841;
0;262.621255;
0;262.947514;
0;263.273618;
0;263.599567;
0;263.925362;
0;264.251001;
0;264.576484;
0;264.901812;
0;265.226984;
0;265.552001;
0;265.876860;
0;266.201564;
0;266.526111;
0;266.850501;
0;267.174734;
0;267.498810;
0;267.822729;
0;268.146490;
0;268.470093;
0;268.793538;
0;269.116825;
0;269.439954;
0;269.762925;
0;270.085736;
0;270.408389;
0;270.730883;
0;271.053217;
0;271.375392;
0;271.697408;
0;272.019263;
0;272.340959;
0;272.662494;
0;272.983869;
0;273.305083;
0;273.626137;
0;273.947030;
0;274.267761;
0;274.588331;
0;274.908740;
0;275.228986;
0;275.549071;
0;275.868994;
0;276.188755;
0;276.508353;
0;276.827788;
0;277.147061;
0;277.466170;
0;277.785117;
0;278.103899;
0;278.422519;
0;278.740974;
0;279.059266;
0;279.377393;
0;279.695356;
0;280.013154;
0;280.330788;
0;280.648257;
0;280.965561;
0;281.282699;
0;281.599672;
0;281.916479;
0;282.233121;
0;282.549596;
0;282.865905;
0;283.182048;
0;283.498024;
0;283.813834;
0;284.129476;
0;284.444952;
0;284.760260;
0;285.075400;
0;285.390373;
0;285.705178;
0;286.019815;
0;286.334283;
0;286.648583;
0;286.962715;
0;287.276678;
0;287.590471;
0;287.904096;
0;288.217551;
0;288.530836;
0;288.843952;
0;289.156898;
0;289.469674;
0;289.782280;
0;290.094715;
0;290.406979;
0;290.719073;
0;291.030995;
0;291.342747;
0;291.654326;
0;291.965735;
0;292.276971;
0;292.588036;
0;292.898929;
0;293.209649;
0;293.520197;
0;293.830572;
0;294.140774;
0;294.450803;
0;294.760659;
0;295.070342;
0;295.379851;
0;295.689186;
0;295.998347;
0;296.307335;
0;296.616148;
0;296.924786;
0;297.233250;
0;297.541538;
0;297.849652;
0;298.157591;
0;298.465354;
0;298.772942;
0;299.080353;
0;299.387589;
0;299.694649;
0;300.001533;
0;300.308240;
0;300.614770;
0;300.921124;
0;301.227300;
0;301.533299;
0;301.839121;
0;302.144765;
0;302.450232;
0;302.755521;
0;303.060631;
0;303.365564;
0;303.670317;
0;303.974892;
0;304.279289;
0;304.583506;
0;304.887544;
0;305.191403;
0;305.495082;
0;305.798582;
0;306.101902;
0;306.405041;
0;306.708001;
0;307.010779;
0;307.313378;
0;307.615795;
0;307.918032;
0;308.220087;
0;308.521961;
0;308.823654;
0;309.125165;
0;309.426494;
0;309.727641;
0;310.028606;
0;310.329388;
0;310.629988;
0;310.930405;
0;311.230640;
0;311.530691;
0;311.830559;
0;312.130243;
0;312.429744;
0;312.729061;
0;313.028194;
0;313.327143;
0;313.625908;
0;313.924488;
0;314.222883;
0;314.521094;
0;314.819119;
0;315.116960;
0;315.414615;
0;315.712084;
0;316.009368;
0;316.306466;
0;316.603378;
0;316.900103;
0;317.196642;
0;317.492995;
0;317.789160;
0;318.085139;
0;318.380931;
0;318.676535;
0;318.971952;
0;319.267181;
0;319.562222;
0;319.857076;
0;320.151741;
0;320.446218;
0;320.740506;
0;321.034606;
0;321.328517;
0;321.622239;
0;321.915771;
0;322.209115;
0;322.502268;
0;322.795232;
0;323.088006;
0;323.380591;
0;323.672984;
0;323.965188;
0;324.257201;
0;324.549023;
0;324.840654;
0;325.132094;
0;325.423342;
0;325.714400;
0;326.005266;
0;326.295939;
0;326.586421;
0;326.876711;
0;327.166809;
0;327.456714;
0;327.746426;
0;328.035946;
0;328.325273;
0;328.614406;
0;328.903347;
0;329.192093;
0;329.480646;
0;329.769006;
0;330.057171;
0;330.345142;
0;330.632919;
0;330.920501;
0;331.207889;
0;331.495082;
0;331.782079;
0;332.068882;
0;332.355489;
0;332.641901;
0;332.928117;
0;333.214137;
0;333.499961;
0;333.785589;
0;334.071021;
0;334.356256;
0;334.641294;
0;334.926136;
0;335.210780;
0;335.495227;
0;335.779477;
0;336.063530;
0;336.347385;
0;336.631041;
0;336.914500;
0;337.197761;
0;337.480823;
0;337.763687;
0;338.046352;
0;338.328818;
0;338.611085;
0;338.893153;
0;339.175022;
0;339.456691;
0;339.738160;
0;340.019429;
0;340.300499;
0;340.581368;
0;340.862037;
0;341.142505;
0;341.422773;
0;341.702840;
0;341.982706;
0;342.262371;
0;342.541834;
0;342.821096;
0;343.100156;
0;343.379014;
0;343.657670;
0;343.936125;
0;344.214376;
0;344.492426;
0;344.770272;
0;345.047916;
0;345.325357;
0;345.602595;
0;345.879629;
0;346.156460;
0;346.433087;
0;346.709511;
0;346.985730;
0;347.261746;
0;347.537557;
0;347.813164;
0;348.088566;
0;348.363763;
0;348.638755;
0;348.913543;
0;349.188125;
0;349.462501;
0;349.736672;
0;350.010638;
0;350.284397;
0;350.557950;
0;350.831297;
0;351.104438;
0;351.377372;
0;351.650100;
0;351.922620;
0;352.194934;
0;352.467040;
0;352.738939;
0;353.010631;
0;353.282115;
0;353.553391;
0;353.824459;
0;354.095319;
0;354.365970;
0;354.636413;
0;354.906648;
0;355.176673;
0;355.446490;
0;355.716098;
0;355.985496;
0;356.254685;
0;356.523665;
0;356.792434;
0;357.060994;
0;357.329344;
0;357.597483;
0;357.865413;
0;358.133131;
0;358.400639;
0;358.667936;
0;358.935023;
0;359.201898;
0;359.468561;
0;359.735013;
0;360.001254;
0;360.267283;
0;360.533100;
0;360.798704;
0;361.064097;
0;361.329277;
0;361.594245;
0;361.859000;
0;362.123541;
0;362.387870;
0;362.651986;
0;362.915889;
0;363.179578;
0;363.443053;
0;363.706314;
0;363.969362;
0;364.232195;
0;364.494814;
0;364.757219;
0;365.019409;
0;365.281385;
0;365.543145;
0;365.804691;
0;366.066021;
0;366.327136;
0;366.588035;
0;366.848719;
0;367.109187;
0;367.369439;
0;367.629475;
0;367.889295;
0;368.148898;
0;368.408284;
0;368.667454;
0;368.926407;
0;369.185143;
0;369.443662;
0;369.701964;
0;369.960048;
0;370.217914;
0;370.475563;
0;370.732993;
0;370.990206;
0;371.247200;
0;371.503976;
0;371.760533;
0;372.016872;
0;372.272992;
0;372.528893;
0;372.784574;
0;373.040037;
0;373.295280;
0;373.550303;
0;373.805107;
0;374.059690;
0;374.314054;
0;374.568197;
0;374.822120;
0;375.075823;
0;375.329305;
0;375.582566;
0;375.835606;
0;376.088425;
0;376.341023;
0;376.593400;
0;376.845554;
0;377.097488;
0;377.349199;
0;377.600688;
0;377.851956;
0;378.103001;
0;378.353823;
0;378.604423;
0;378.854801;
0;379.104955;
0;379.354886;
0;379.604594;
0;379.854079;
0;380.103341;
0;380.352379;
0;380.601193;
0;380.849783;
0;381.098149;
0;381.346291;
0;381.594209;
0;381.841902;
0;382.089370;
0;382.336614;
0;382.583633;
0;382.830427;
0;383.076995;
0;383.323338;
0;383.569456;
0;383.815348;
0;384.061014;
0;384.306455;
0;384.551669;
0;384.796657;
0;385.041418;
0;385.285954;
0;385.530262;
0;385.774344;
0;386.018199;
0;386.261826;
0;386.505227;
0;386.748400;
0;386.991345;
0;387.234063;
0;387.476553;
0;387.718815;
0;387.960850;
0;388.202655;
0;388.444233;
0;388.685582;
0;388.926702;
0;389.167594;
0;389.408256;
0;389.648690;
0;389.888894;
0;390.128869;
0;390.368614;
0;390.608130;
0;390.847416;
0;391.086472;
0;391.325298;
0;391.563894;
0;391.802259;
0;392.040394;
0;392.278299;
0;392.515972;
0;392.753415;
0;392.990626;
0;393.227607;
0;393.464356;
0;393.700874;
0;393.937160;
0;394.173214;
0;394.409036;
0;394.644627;
0;394.879985;
0;395.115111;
0;395.350004;
0;395.584665;
0;395.819093;
0;396.053289;
0;396.287251;
0;396.520980;
0;396.754476;
0;396.987739;
0;397.220768;
0;397.453563;
0;397.686125;
0;397.918452;
0;398.150546;
0;398.382405;
0;398.614030;
0;398.845420;
0;399.076576;
0;399.307497;
0;399.538183;
0;399.768635;
0;399.998850;
0;400.228831;
0;400.458576;
0;400.688086;
0;400.917360;
0;401.146398;
0;401.375200;
0;401.603766;
0;401.832095;
0;402.060189;
0;402.288045;
0;402.515666;
0;402.743049;
0;402.970195;
0;403.197105;
0;403.423777;
0;403.650212;
0;403.876409;
0;404.102369;
0;404.328091;
0;404.553575;
0;404.778821;
0;405.003829;
0;405.228599;
0;405.453131;
0;405.677424;
0;405.901478;
0;406.125293;
0;406.348870;
0;406.572207;
0;406.795306;
0;407.018165;
0;407.240784;
0;407.463165;
0;407.685305;
0;407.907205;
0;408.128866;
0;408.350286;
0;408.571467;
0;408.792407;
0;409.013106;
0;409.233565;
0;409.453783;
0;409.673760;
0;409.893496;
0;410.112991;
0;410.332245;
0;410.551257;
0;410.770028;
0;410.988558;
0;411.206845;
0;411.424891;
0;411.642694;
0;411.860256;
0;412.077575;
0;412.294651;
0;412.511486;
0;412.728077;
0;412.944426;
0;413.160531;
0;413.376394;
0;413.592014;
0;413.807390;
0;414.022523;
0;414.237412;
0;414.452057;
0;414.666459;
0;414.880617;
0;415.094531;
0;415.308200;
0;415.521625;
0;415.734806;
0;415.947742;
0;416.160434;
0;416.372881;
0;416.585082;
0;416.797039;
0;417.008751;
0;417.220217;
0;417.431437;
0;417.642413;
0;417.853142;
0;418.063626;
0;418.273864;
0;418.483855;
0;418.693601;
0;418.903100;
0;419.112353;
0;419.321359;
0;419.530119;
0;419.738631;
0;419.946897;
0;420.154916;
0;420.362687;
0;420.570212;
0;420.777489;
0;420.984518;
0;421.191300;
0;421.397834;
0;421.604120;
0;421.810158;
0;422.015948;
0;422.221489;
0;422.426783;
0;422.631827;
0;422.836623;
0;423.041171;
0;423.245469;
0;423.449519;
0;423.653319;
0;423.856871;
0;424.060172;
0;424.263225;
0;424.466028;
0;424.668581;
0;424.870884;
0;425.072937;
0;425.274741;
0;425.476294;
0;425.677597;
0;425.878649;
0;426.079451;
0;426.280002;
0;426.480302;
0;426.680352;
0;426.880151;
0;427.079698;
0;427.278994;
0;427.478039;
0;427.676832;
0;427.875374;
0;428.073664;
0;428.271702;
0;428.469489;
0;428.667023;
0;428.864305;
0;429.061335;
0;429.258112;
0;429.454637;
0;429.650909;
0;429.846929;
0;430.042695;
0;430.238209;
0;430.433469;
0;430.628477;
0;430.823231;
0;431.017731;
0;431.211978;
0;431.405971;
0;431.599711;
0;431.793196;
0;431.986428;
0;432.179406;
0;432.372129;
0;432.564598;
0;432.756812;
0;432.948772;
0;433.140477;
0;433.331927;
0;433.523123;
0;433.714063;
0;433.904748;
0;434.095178;
0;434.285353;
0;434.475272;
0;434.664936;
0;434.854344;
0;435.043496;
0;435.232392;
0;435.421032;
0;435.609416;
0;435.797543;
0;435.985415;
0;436.173029;
0;436.360388;
0;436.547489;
0;436.734334;
0;436.920922;
0;437.107253;
0;437.293326;
0;437.479143;
0;437.664702;
0;437.850003;
0;438.035047;
0;438.219833;
0;438.404362;
0;438.588633;
0;438.772645;
0;438.956400;
0;439.139896;
0;439.323134;
0;439.506113;
0;439.688834;
0;439.871296;
0;440.053500;
0;440.235445;
0;440.417130;
0;440.598557;
0;440.779724;
0;440.960632;
0;441.141281;
0;441.321670;
0;441.501800;
0;441.681669;
0;441.861279;
0;442.040629;
0;442.219719;
0;442.398549;
0;442.577119;
0;442.755428;
0;442.933477;
0;443.111265;
0;443.288793;
0;443.466059;
0;443.643065;
0;443.819810;
0;443.996294;
0;444.172517;
0;444.348478;
0;444.524178;
0;444.699616;
0;444.874793;
0;445.049708;
0;445.224362;
0;445.398753;
0;445.572882;
0;445.746750;
0;445.920355;
0;446.093697;
0;446.266778;
0;446.439595;
0;446.612151;
0;446.784443;
0;446.956473;
0;447.128239;
0;447.299743;
0;447.470983;
0;447.641961;
0;447.812674;
0;447.983125;
0;448.153312;
0;448.323235;
0;448.492895;
0;448.662290;
0;448.831422;
0;449.000290;
0;449.168893;
0;449.337233;
0;449.505308;
0;449.673118;
0;449.840665;
0;450.007946;
0;450.174963;
0;450.341715;
0;450.508202;
0;450.674424;
0;450.840380;
0;451.006072;
0;451.171498;
0;451.336659;
0;451.501554;
0;451.666184;
0;451.830548;
0;451.994647;
0;452.158479;
0;452.322045;
0;452.485346;
0;452.648380;
0;452.811147;
0;452.973649;
0;453.135884;
0;453.297852;
0;453.459554;
0;453.620989;
0;453.782157;
0;453.943058;
0;454.103692;
0;454.264059;
0;454.424159;
0;454.583992;
0;454.743557;
0;454.902854;
0;455.061884;
0;455.220646;
0;455.379141;
0;455.537367;
0;455.695326;
0;455.853016;
0;456.010438;
0;456.167592;
0;456.324478;
0;456.481095;
0;456.637444;
0;456.793524;
0;456.949335;
0;457.104878;
0;457.260151;
0;457.415156;
0;457.569892;
0;457.724358;
0;457.878555;
0;458.032483;
0;458.186141;
0;458.339530;
0;458.492649;
0;458.645499;
0;458.798078;
0;458.950388;
0;459.102428;
0;459.254197;
0;459.405697;
0;459.556926;
0;459.707885;
0;459.858573;
0;460.008991;
0;460.159138;
0;460.309015;
0;460.458621;
0;460.607956;
0;460.757020;
0;460.905813;
0;461.054334;
0;461.202585;
0;461.350564;
0;461.498272;
0;461.645708;
0;461.792873;
0;461.939766;
0;462.086388;
0;462.232737;
0;462.378815;
0;462.524620;
0;462.670154;
0;462.815415;
0;462.960404;
0;463.105121;
0;463.249565;
0;463.393737;
0;463.537636;
0;463.681263;
0;463.824617;
0;463.967697;
0;464.110505;
0;464.253040;
0;464.395302;
0;464.537291;
0;464.679006;
0;464.820448;
0;464.961616;
0;465.102511;
0;465.243133;
0;465.383481;
0;465.523554;
0;465.663355;
0;465.802881;
0;465.942133;
0;466.081111;
0;466.219815;
0;466.358244;
0;466.496399;
0;466.634280;
0;466.771886;
0;466.909218;
0;467.046275;
0;467.183057;
0;467.319565;
0;467.455797;
0;467.591755;
0;467.727437;
0;467.862845;
0;467.997977;
0;468.132834;
0;468.267415;
0;468.401721;
0;468.535751;
0;468.669506;
0;468.802985;
0;468.936188;
0;469.069116;
0;469.201767;
0;469.334142;
0;469.466242;
0;469.598065;
0;469.729612;
0;469.860882;
0;469.991877;
0;470.122594;
0;470.253035;
0;470.383200;
0;470.513088;
0;470.642698;
0;470.772033;
0;470.901090;
0;471.029870;
0;471.158373;
0;471.286599;
0;471.414547;
0;471.542219;
0;471.669613;
0;471.796729;
0;471.923568;
0;472.050129;
0;472.176413;
0;472.302419;
0;472.428147;
0;472.553597;
0;472.678769;
0;472.803663;
0;472.928279;
0;473.052616;
0;473.176676;
0;473.300457;
0;473.423959;
0;473.547183;
0;473.670129;
0;473.792796;
0;473.915184;
0;474.037293;
0;474.159123;
0;474.280675;
0;474.401947;
0;474.522941;
0;474.643655;
0;474.764090;
0;474.884246;
0;475.004123;
0;475.123719;
0;475.243037;
0;475.362075;
0;475.480833;
0;475.599312;
0;475.717510;
0;475.835429;
0;475.953068;
0;476.070427;
0;476.187506;
0;476.304305;
0;476.420824;
0;476.537062;
0;476.653020;
0;476.768698;
0;476.884095;
0;476.999212;
0;477.114048;
0;477.228603;
0;477.342877;
0;477.456871;
0;477.570584;
0;477.684016;
0;477.797167;
0;477.910037;
0;478.022626;
0;478.134933;
0;478.246959;
0;478.358704;
0;478.470168;
0;478.581350;
0;478.692250;
0;478.802869;
0;478.913207;
0;479.023262;
0;479.133036;
0;479.242528;
0;479.351737;
0;479.460665;
0;479.569311;
0;479.677675;
0;479.785757;
0;479.893556;
0;480.001073;
0;480.108308;
0;480.215260;
0;480.321929;
0;480.428317;
0;480.534421;
0;480.640243;
0;480.745782;
0;480.851038;
0;480.956012;
0;481.060702;
0;481.165110;
0;481.269234;
0;481.373075;
0;481.476633;
0;481.579908;
0;481.682900;
0;481.785608;
0;481.888033;
0;481.990174;
0;482.092032;
0;482.193606;
0;482.294897;
0;482.395903;
0;482.496626;
0;482.597066;
0;482.697221;
0;482.797092;
0;482.896679;
0;482.995983;
0;483.095002;
0;483.193737;
0;483.292187;
0;483.390354;
0;483.488236;
0;483.585833;
0;483.683146;
0;483.780175;
0;483.876919;
0;483.973378;
0;484.069552;
0;484.165442;
0;484.261047;
0;484.356367;
0;484.451402;
0;484.546153;
0;484.640618;
0;484.734798;
0;484.828693;
0;484.922302;
0;485.015627;
0;485.108666;
0;485.201419;
0;485.293888;
0;485.386070;
0;485.477968;
0;485.569579;
0;485.660905;
0;485.751945;
0;485.842700;
0;485.933169;
0;486.023352;
0;486.113249;
0;486.202860;
0;486.292184;
0;486.381223;
0;486.469976;
0;486.558443;
0;486.646623;
0;486.734517;
0;486.822125;
0;486.909446;
0;486.996481;
0;487.083230;
0;487.169691;
0;487.255867;
0;487.341755;
0;487.427357;
0;487.512673;
0;487.597701;
0;487.682443;
0;487.766897;
0;487.851065;
0;487.934946;
0;488.018540;
0;488.101846;
0;488.184866;
0;488.267598;
0;488.350043;
0;488.432201;
0;488.514071;
0;488.595654;
0;488.676950;
0;488.757958;
0;488.838679;
0;488.919112;
0;488.999257;
0;489.079115;
0;489.158685;
0;489.237968;
0;489.316962;
0;489.395669;
0;489.474088;
0;489.552218;
0;489.630061;
0;489.707616;
0;489.784883;
0;489.861861;
0;489.938552;
0;490.014954;
0;490.091068;
0;490.166894;
0;490.242431;
0;490.317680;
0;490.392640;
0;490.467312;
0;490.541696;
0;490.615790;
0;490.689597;
0;490.763114;
0;490.836343;
0;490.909283;
0;490.981935;
0;491.054297;
0;491.126371;
0;491.198155;
0;491.269651;
0;491.340858;
0;491.411776;
0;491.482404;
0;491.552744;
0;491.622794;
0;491.692555;
0;491.762027;
0;491.831210;
0;491.900103;
0;491.968707;
0;492.037021;
0;492.105046;
0;492.172782;
0;492.240228;
0;492.307384;
0;492.374251;
0;492.440828;
0;492.507116;
0;492.573113;
0;492.638821;
0;492.704239;
0;492.769368;
0;492.834206;
0;492.898755;
0;492.963013;
0;493.026982;
0;493.090660;
0;493.154049;
0;493.217147;
0;493.279955;
0;493.342473;
0;493.404701;
0;493.466638;
0;493.528286;
0;493.589643;
0;493.650709;
0;493.711485;
0;493.771971;
0;493.832166;
0;493.892071;
0;493.951685;
0;494.011009;
0;494.070042;
0;494.128784;
0;494.187236;
0;494.245396;
0;494.303267;
0;494.360846;
0;494.418135;
0;494.475132;
0;494.531839;
0;494.588255;
0;494.644380;
0;494.700214;
0;494.755757;
0;494.811009;
0;494.865970;
0;494.920639;
0;494.975018;
0;495.029105;
0;495.082901;
0;495.136406;
0;495.189620;
0;495.242542;
0;495.295173;
0;495.347513;
0;495.399561;
0;495.451318;
0;495.502783;
0;495.553957;
0;495.604839;
0;495.655430;
0;495.705729;
0;495.755737;
0;495.805453;
0;495.854877;
0;495.904009;
0;495.952850;
0;496.001399;
0;496.049657;
0;496.097622;
0;496.145296;
0;496.192677;
0;496.239767;
0;496.286565;
0;496.333071;
0;496.379285;
0;496.425207;
0;496.470837;
0;496.516175;
0;496.561221;
0;496.605975;
0;496.650436;
0;496.694606;
0;496.738483;
0;496.782068;
0;496.825361;
0;496.868361;
0;496.911069;
0;496.953485;
0;496.995609;
0;497.037440;
0;497.078978;
0;497.120225;
0;497.161179;
0;497.201840;
0;497.242209;
0;497.282285;
0;497.322069;
0;497.361561;
0;497.400759;
0;497.439665;
0;497.478279;
0;497.516600;
0;497.554628;
0;497.592363;
0;497.629806;
0;497.666956;
0;497.703813;
0;497.740378;
0;497.776649;
0;497.812628;
0;497.848314;
0;497.883707;
0;497.918807;
0;497.953615;
0;497.988129;
0;498.022350;
0;498.056279;
0;498.089914;
0;498.123257;
0;498.156306;
0;498.189062;
0;498.221526;
0;498.253696;
0;498.285573;
0;498.317157;
0;498.348448;
0;498.379445;
0;498.410150;
0;498.440561;
0;498.470679;
0;498.500504;
0;498.530035;
0;498.559273;
0;498.588218;
0;498.616870;
0;498.645228;
0;498.673293;
0;498.701065;
0;498.728543;
0;498.755728;
0;498.782620;
0;498.809218;
0;498.835522;
0;498.861533;
0;498.887251;
0;498.912675;
0;498.937806;
0;498.962643;
0;498.987187;
0;499.011437;
0;499.035393;
0;499.059056;
0;499.082426;
0;499.105502;
0;499.128284;
0;499.150772;
0;499.172967;
0;499.194869;
0;499.216476;
0;499.237790;
0;499.258811;
0;499.279537;
0;499.299970;
0;499.320109;
0;499.339954;
0;499.359506;
0;499.378764;
0;499.397728;
0;499.416398;
0;499.434775;
0;499.452858;
0;499.470647;
0;499.488142;
0;499.505343;
0;499.522250;
0;499.538864;
0;499.555184;
0;499.571209;
0;499.586941;
0;499.602379;
0;499.617523;
0;499.632374;
0;499.646930;
0;499.661192;
0;499.675161;
0;499.688835;
0;499.702216;
0;499.715302;
0;499.728095;
0;499.740593;
0;499.752798;
0;499.764709;
0;499.776325;
0;499.787648;
0;499.798677;
0;499.809411;
0;499.819852;
0;499.829998;
0;499.839851;
0;499.849409;
0;499.858674;
0;499.867644;
0;499.876320;
0;499.884703;
0;499.892791;
0;499.900585;
0;499.908085;
0;499.915291;
0;499.922203;
0;499.928821;
0;499.935144;
0;499.941174;
0;499.946909;
0;499.952351;
0;499.957498;
0;499.962351;
0;499.966910;
0;499.971175;
0;499.975146;
0;499.978822;
0;499.982205;
0;499.985293;
0;499.988087;
0;499.990588;
0;499.992794;
0;499.994706;
0;499.996323;
0;499.997647;
0;499.998676;
0;499.999412;
0;499.999853;
